Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Last_Update
4054,BlazBlue: Calamity Trigger,PS3,Aksys Games,Arc System Works,8.5,,0.57,2009,
4055,Resident Evil: Revelations 2,PS4,Capcom,Capcom,7.5,7.6,0.57,2015,15th Apr 18
4056,Tales of the Abyss,PS2,Namco,Namco Tales Studio,8,,0.57,2006,
4057,Bayonetta 2,NS,Nintendo,PlatinumGames,9.5,8.4,0.57,2018,17th Apr 18
4058,LEGO Marvel Super Heroes 2,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.4,7.4,0.57,2017,11th Feb 18
4059,Blacksite: Area 51,X360,Midway Games,Midway Studios Austin,6.3,,0.57,2007,
4060,Ultra Street Fighter II: The Final Challengers,NS,Capcom,Capcom,7,6.6,0.57,2017,04th Jan 18
4061,Petz Dogz 2,Wii,Ubisoft,Yuke's Media Creations,,,0.57,2007,
4062,StarCraft II: Legacy of the Void,PC,Blizzard Entertainment,Blizzard Entertainment,8.8,,0.57,2015,25th Jun 18
4063,Rock Band 3,PS3,MTV Games,Harmonix Music Systems,9.2,,0.57,2010,
4064,Lego Marvel Super Heroes: Universe in Peril,PSV,Warner Bros. Interactive Entertainment,TT Fusion,,,0.57,2014,04th Jan 18
4065,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Bandai,Bandai,,,0.57,2000,
4066,Spyro Orange: The Cortex Conspiracy,GBA,Vivendi Games,Vicarious Visions,7,,0.57,2004,
4067,Harvest Moon: The Tale of Two Towns,DS,Natsume,Marvelous Interactive,6.3,,0.57,2011,
4068,Beyond The Beyond,PS,Sony Computer Entertainment,Camelot Software Planning,4.8,,0.57,1996,
4069,Ben 10: Alien Force,PS2,D3 Publisher,Monkey Bar Games,4,,0.57,2008,
4070,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,Capcom,Capcom,,,0.57,2008,
4071,Madden NFL 06,GC,EA Sports,EA Tiburon,8.7,,0.57,2005,
4072,London 2012: The Official Video Game of the Olympic Games,X360,Sega,Sega Studios Australia,5.5,,0.57,2012,
4073,NHL 10,PS3,EA Sports,EA Canada,9.1,,0.57,2009,
4074,Harvest Moon: Sunshine Islands,DS,Natsume,Marvelous Interactive,9,,0.57,2009,
4075,Iron Man,X360,Sega,Secret Level,3.8,,0.57,2008,
4076,Naruto: Ultimate Ninja 2,PS2,Namco Bandai Games,CyberConnect2,7.4,,0.57,2008,
4077,Rock Band 4,PS4,Harmonix Music Systems,Harmonix Music Systems,7.8,6.4,0.57,2015,23rd May 18
4078,Zumba Fitness,PS3,Majesco,"Pipeworks Software, Inc.",,,0.57,2010,
4079,3D Dot Game Heroes,PS3,Atlus,Silicon Studio,7.5,,0.57,2010,
4080,Football Manager 2005,PC,Sega,Sports Interactive,,,0.57,2004,
4081,Midtown Madness 3,XB,Microsoft Game Studios,Digital Illusions,8.7,,0.57,2003,
4082,Nazo no Murasame-Jou (FDS),NES,Nintendo,Nintendo EAD,,,0.57,1986,
4083,NBA Hangtime,N64,Midway Games,Fun Com,,,0.57,1997,
4084,Disney Universe,X360,Disney Interactive Studios,Disney Interactive Studios,6.7,,0.57,2011,
4085,Blood Wake,XB,Microsoft,Stormfront Studios,8.4,,0.57,2001,
4086,Dynasty Warriors 5: Xtreme Legends,PS2,KOEI,Omega Force,5.2,,0.57,2005,
4087,Final Fantasy X / X-2 HD Remaster,PC,Square Enix,Square Enix,8.3,9,0.57,2016,22nd Mar 19
4088,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,DS,THQ,Natsume,,,0.57,2008,
4089,WWE 2K17,XOne,2K Games,Yuke's,6.8,4.9,0.57,2016,05th Apr 18
4090,Jampack Summer 2002,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.57,2002,
4091,Trivial Pursuit,Wii,Electronic Arts,Adrenalin Interactive,7.3,,0.57,2009,
4092,FIFA World Cup Germany 2006,PS2,EA Sports,EA Canada,7.9,,0.57,2006,
4093,Wreckless: ThE YaKuza MisSiOns,XB,Activision,Bunkasha Publishing,,,0.57,2002,
4094,Anomaly: Warzone Earth,PC,Unknown,11 bit studios,7.9,7.3,0.57,2011,
4095,Starlink: Battle for Atlas,NS,Ubisoft,Ubisoft Toronto,7.5,6,0.57,2018,22nd Mar 19
4096,Super Bomberman,SNES,Hudson Soft,Produce!,,,0.57,1993,
4097,Top Spin 3,PS3,2K Sports,Pam Development,7.8,,0.57,2008,
4098,SpongeBob SquarePants: Battle for Bikini Bottom,XB,THQ,Heavy Iron Studios,6.7,,0.57,2003,
4099,Up,Wii,THQ,THQ,7,,0.57,2009,
4100,Spider-Man 3,X360,Activision,Treyarch,6,,0.57,2007,
4101,Tony Hawk: Shred,Wii,Activision,Buzz Monkey Software,,,0.57,2010,
4102,FIFA 15,Wii,EA Sports,EA Canada,,,0.57,2014,23rd Mar 18
4103,SD Gundam G Generation Neo,PS2,Bandai,Bandai,,,0.57,2002,
4104,Resident Evil Outbreak File #2,PS2,Capcom,Capcom?ÿProduction?ÿStudio?ÿ1,5.8,,0.57,2005,
4105,NHL 14,PS3,EA Sports,EA Canada,8.3,,0.57,2013,23rd Sep 18
4106,The Sims 3: World Adventures,PC,Electronic Arts,EA Redwood Shores,8.2,,0.57,2009,
4107,Bob the Builder: Can We Fix It?,PS,THQ,Steel Monkeys,,,0.57,2001,
4108,XIII,PS2,Ubisoft,Ubisoft Paris,7.7,,0.57,2003,
4109,Bratz 4 Real,DS,THQ,THQ,6,,0.57,2007,
4110,LEGO Jurassic World,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.57,2015,06th Apr 18
4111,NHL 18,PS4,EA Sports,EA Canada,7.5,3.5,0.57,2017,
4112,The Legend of Spyro: Dawn of the Dragon,Wii,Vivendi Games,Etranges Libellules,7,,0.57,2008,
4113,Mega Man Legacy Collection,PS4,Capcom,Digital Eclipse Software,7.7,6.4,0.57,2016,29th May 18
4114,Breath of Fire IV,PS,Capcom,Capcom,8.4,,0.56,2000,
4115,True Crime: Streets of LA,GC,Activision,EXAKT Entertainment,8.1,,0.56,2003,
4116,Everybody's Golf,PS4,Sony Interactive Entertainment,Clap Hanz,8.1,7.8,0.56,2017,23rd Sep 18
4117,Petz Wild Animals: Tigerz,DS,Ubisoft,Magic Pockets,,,0.56,2008,
4118,The Amazing Spider-Man 2 (2014),PS4,Activision,Beenox,,,0.56,2014,19th Mar 18
4119,Odin Sphere,PS2,Atlus,Vanillaware,8,,0.56,2007,10th Jan 19
4120,Final Fantasy IV: The Complete Collection,PSP,Square Enix,Matrix Software,8,,0.56,2011,
4121,The Incredible Hulk,GBA,Universal Interactive,Pocket Studios,6,,0.56,2003,
4122,Ms. Pac-Man Maze Madness,GBA,"Destination Software, Inc",Full-Fat,,,0.56,2004,
4123,Soul Sacrifice,PSV,Sony Computer Entertainment,Marvelous Entertainment,7.7,8.2,0.56,2013,02nd Jan 18
4124,Jillian Michaels Fitness Ultimatum 2010,Wii,Majesco,Collision Studios,,,0.56,2009,
4125,Arena Football,PS2,EA Sports,EA Tiburon,8,,0.56,2006,
4126,The Lord of the Rings: The Return of the King,GBA,Electronic Arts,Griptonite Games,7.4,,0.56,2003,
4127,NHL Hitz 20-02,PS2,Midway Games,EA Black Box,7.6,,0.56,2001,
4128,Classic NES Series: Dr. Mario,GBA,Nintendo,Nintendo,,,0.56,2004,
4129,The Sims: Bustin' Out,XB,Electronic Arts,Maxis,8,,0.56,2003,
4130,"Warhammer 40,000: Space Marine",X360,THQ,Relic Entertainment,7.3,,0.56,2011,
4131,NCAA March Madness 07,PS2,EA Sports,EA Canada,5.9,,0.56,2007,
4132,LEGO Rock Band,X360,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.3,,0.56,2009,
4133,"Monsters, Inc. Scream Team",PS,Sony Computer Entertainment,Artificial Mind and Movement,7.5,,0.56,2001,
4134,Harry Potter Collection,PS2,Electronic Arts,Electronic Arts,,,0.56,2007,
4135,Tony Hawk's Project 8,PSP,Activision,Page 44 Studios,6.3,,0.56,2006,
4136,Yu-Gi-Oh! World Championship Tournament 2004,GBA,Konami,KCEJ,7.5,,0.56,2004,
4137,Cabela's Big Game Hunter 2005 Adventures,PS2,Activision,Activision,,,0.56,2004,
4138,Top Spin 3,X360,2K Sports,Pam Development,8.1,,0.56,2008,
4139,Knockout Kings 2001,PS2,EA Sports,Black Ops Entertainment,8.6,,0.56,2001,
4140,Disney Infinity 3.0,PS3,Disney Interactive Studios,Avalanche Software,,,0.56,2015,20th Mar 18
4141,Army Men: Sarge's Heroes,PS,3DO,3DO,3.5,,0.56,2000,
4142,Tom Clancy's HAWX,PS3,Ubisoft,Ubisoft Romania,7.5,8.4,0.56,2009,
4143,Petz Dogz 2,PS2,Ubisoft,Yuke's Media Creations,,,0.56,2007,
4144,Battlefield 2: Modern Combat,XB,Electronic Arts,Digtal Illusions,7.5,,0.56,2005,
4145,Xenoblade Chronicles,3DS,Nintendo,Monolith Soft,8.6,,0.56,2015,15th Jan 18
4146,All-Star Baseball 2002,PS2,Acclaim Entertainment,Acclaim Entertainment,8.4,,0.56,2001,
4147,Tetris Party Deluxe,Wii,Majesco,"Tetris Online, Inc",7.3,,0.56,2010,
4148,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Nintendo,GungHo Online Entertainment,7.8,,0.56,2015,17th Jul 18
4149,Metroid: Samus Returns,3DS,Nintendo,Mercury Steam,9.1,8.9,0.56,2017,21st Sep 18
4150,WWE 2K16,PS3,Take-Two Interactive,Yuke's,,,0.56,2015,11th Apr 18
4151,Backyard NFL Football,GBA,Infogrames,Torus Games,,,0.56,2002,
4152,Bolt,Wii,Disney Interactive Studios,Avalanche Software,5.1,,0.56,2008,
4153,Need for Speed: Most Wanted,GC,Electronic Arts,EA Canada,8.3,,0.56,2005,
4154,NASCAR Rumble,PS,Electronic Arts,Electronic Arts,8,,0.56,2000,
4155,Darksiders II,PC,THQ,Vigil Games,7.8,7.9,0.56,2012,14th Mar 18
4156,WWE Raw 2,XB,THQ,"Anchor,?ÿInc.",9.1,,0.56,2003,
4157,Mega Man X2,SNES,Capcom,Capcom,,,0.56,1994,
4158,Resident Evil 2,N64,Capcom,Angel Studios,9,,0.56,1999,
4159,Yakuza 4,PS3,Sega,Sega,7.7,,0.56,2011,02nd Jan 18
4160,Manhunt 2,PS2,Rockstar Games,Rockstar London,7.5,,0.56,2007,
4161,Fullmetal Alchemist and the Broken Angel,PS2,Square Enix,Racjin,6.4,,0.56,2005,
4162,Assassin's Creed: Unity,PC,Ubisoft,Ubisoft Montreal,,,0.56,2014,04th May 18
4163,Wolfenstein,X360,Activision,Raven Software,7.3,,0.56,2009,
4164,Dogz,DS,Ubisoft,MTO,5.5,,0.56,2006,
4165,Hamtaro: Ham-Hams Unite!,GBC,Nintendo,Shogakukan,,,0.56,2002,06th Jan 18
4166,Batman Begins,PS2,Electronic Arts,Eurocom Entertainment Software,6.8,,0.56,2005,
4167,DOOM VFR,PS4,Bethesda Softworks,id Software,7.1,8,0.56,2017,01st Jan 18
4168,Dr. Seuss' The Cat in the Hat,PS2,VU Games,Magenta Software,6,,0.56,2003,
4169,Tony Hawk's Proving Ground,X360,Activision,Neversoft Entertainment,7.2,,0.56,2007,
4170,Just Cause 4,PS4,Square Enix,Avalanche Studios,6.5,5.2,0.56,2018,19th Dec 18
4171,Barbie Groovy Games,GBA,Universal Interactive,Digital Illusions (DICE),3,,0.56,2002,
4172,Defense Grid: The Awakening,PC,Hidden Path Entertainment,Hidden Path Entertainment,8,,0.56,2008,
4173,Archer Maclean's Mercury,PSP,Ignition Entertainment,Awesome Studios,7.7,,0.56,2005,
4174,Yu-Gi-Oh! Reshef of Destruction,GBA,Konami,Konami,5.5,,0.56,2004,
4175,Blinx: The Time Sweeper,XB,Microsoft Game Studios,Artoon,6.8,,0.56,2002,
4176,ESPN NFL Football,PS2,Sega,Visual Concepts,9.3,,0.56,2003,
4177,Fatal Fury Special,SNES,Takara,Takara,,,0.56,1995,
4178,Major League Baseball 2K5,XB,2K Sports,Kush Games,,,0.56,2005,
4179,DS Bimoji Training,DS,Nintendo,Nuevo Retro Games / NST,,,0.56,2008,
4180,Enslaved: Odyssey to the West,PS3,Namco Bandai,Ninja Theory,7.9,,0.56,2010,
4181,Dora The Explorer: Dora Saves the Snow Princess,Wii,2K Play,High Voltage Software,,,0.56,2008,
4182,No More Heroes,Wii,Ubisoft,Grasshopper Manufacture,8.2,8.3,0.56,2008,
4183,Soldier of Fortune: Gold Edition,PS2,Majesco,Pipe Dream Interactive,,,0.56,2001,
4184,Sonic Forces,PS4,Sega,Sonic Team,5.7,6.9,0.56,2017,11th Feb 18
4185,Kingdom Come: Deliverance,PS4,Deep Silver,Warhorse Studios,6.9,7.2,0.56,2018,10th Jan 18
4186,MX 2002 Featuring Ricky Carmichael,PS2,THQ,Pacific Coast Power & Light,8,,0.56,2001,
4187,Frontlines: Fuel of War,X360,THQ,Kaos Studios,7.6,,0.56,2008,
4188,NCAA Football 07,XB,EA Sports,EA Sports,8.8,,0.56,2006,
4189,Lunar: Silver Star Story Complete,PS,Working Designs,Game Arts,7.6,10,0.55,1999,
4190,NBA Showtime: NBA on NBC,PS,Midway Games,Eurocom Entertainment Software,6.9,,0.55,1999,
4191,Dungeons of Dredmor,PC,Unknown,Gaslamp Games,8,7.7,0.55,2011,
4192,Soul Reaver 2,PS2,Eidos Interactive,Crystal Dynamics,,,0.55,2001,
4193,Lords of the Fallen,PS4,Namco Bandai Games,DECK13 Interactive,6.8,6.5,0.55,2014,10th May 18
4194,Metal Gear Solid 3: Subsistence,PS2,Konami,Kojima Productions,9.4,,0.55,2006,
4195,The Godfather (old US sales),XB,Electronic Arts,Headgate,,,0.55,2006,
4196,Daytona USA,SAT,Sega,Sega-AM2,,,0.55,1995,
4197,WWF Raw (2002),XB,THQ,Anchor,6.5,,0.55,2002,06th Jan 18
4198,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,3DS,Level 5,Level 5,,,0.55,2017,23rd Jan 18
4199,Shin Super Robot Taisen,PS,Banpresto,Winky Soft,,,0.55,1996,
4200,Disney Infinity 2.0: Marvel Super Heroes,XOne,Disney Interactive Studios,Avalanche Software,,,0.55,2014,06th Feb 18
4201,Catz,DS,Ubisoft,Powerhead Games,5,,0.55,2006,
4202,Ratchet & Clank: Quest for Booty,PS3,Sony Computer Entertainment,Insomniac Games,7.6,,0.55,2008,
4203,Jump Super Stars,DS,Nintendo,Ganbarion,,,0.55,2005,
4204,Inazuma Eleven GO: Dark / Shine,3DS,Level 5,Level 5,,,0.55,2011,08th Jan 18
4205,Poochy & Yoshi's Woolly World,3DS,Nintendo,Good-Feel,7.5,7.9,0.55,2017,07th Jan 18
4206,MX vs. ATV: Alive,X360,THQ,Rainbow Studios,6.9,,0.55,2011,
4207,The Activision Decathlon,2600,Activision,Activision,,,0.55,1983,
4208,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,D3 Publisher,Taito Corporation,,,0.55,2001,
4209,Fighting Force 2,PS,Eidos Interactive,Core Design Ltd.,3,,0.55,1999,
4210,Sakura Wars,SAT,Sega,Overworks,,,0.55,1996,
4211,Extermination,PS2,Sony Computer Entertainment,Deep Space,6.9,,0.55,2001,
4212,Batman: Vengeance,PS2,Ubisoft,Ubisoft Montreal,7.1,,0.55,2001,
4213,Disgaea 3: Absence of Justice,PS3,NIS America,Nippon Ichi Software,7.8,,0.55,2008,
4214,Puyo Puyo Tetris,NS,Sega,Sonic Team,8.3,8.1,0.55,2017,04th Jul 18
4215,Rapala Tournament Fishing!,Wii,Activision,Magic Wand Productions,,,0.55,2006,
4216,Sniper Elite 4,PS4,Rebellion Developments,Rebellion Developments,7.7,6.9,0.55,2017,29th May 18
4217,Secret Agent Clank(US sales),PSP,Sony Computer Entertainment,High Impact Games,7.2,,0.55,2008,
4218,Madagascar: Escape 2 Africa,Wii,Activision,Toys for Bob,4.6,,0.55,2008,
4219,Derby Stallion 04,PS2,Enterbrain,ParityBit,,,0.55,2004,
4220,NBA 2K8,PS3,2K Sports,Visual Concepts,7.9,,0.55,2007,
4221,Dragon Ball: Xenoverse 2,NS,Namco Bandai Games,Dimps Corporation,8,8,0.55,2017,01st Jan 18
4222,Purr Pals,DS,Crave Entertainment,inXile,6.5,,0.55,2007,
4223,Skylanders: SuperChargers,X360,Activision,Vicarious Visions,,,0.55,2015,06th Apr 18
4224,Tony Hawk's Pro Skater 3,XB,Activision,Neversoft Entertainment,9.5,,0.55,2002,
4225,Mega Man Zero,GBA,Capcom,Inti Creates,8.8,,0.55,2002,
4226,Lara Croft and the Guardian of Light,PC,Square Enix,Crystal Dynamics,8.3,,0.55,2010,
4227,Contender 2,PS,BAM! Entertainment,Bam Entertainment,5,,0.55,2000,
4228,Star Wars: Dark Forces,PS,LucasArts,LucasArts,5,,0.55,1996,
4229,Grease,Wii,505 Games,Zoe Mode,,,0.55,2010,
4230,Medieval II: Total War,PC,Sega,The Creative Assembly,8.8,,0.55,2006,
4231,Yakuza: Dead Souls,PS3,Sega,Sega,7,,0.55,2012,03rd Jan 18
4232,Tiger Woods PGA Tour 13,PS3,Electronic Arts,EA Tiburon,6.5,,0.55,2012,28th Sep 18
4233,Legends of WrestleMania,PS3,THQ,Yuke's,,,0.55,2009,
4234,SD Gundam G Generation Zero,PS,Bandai,Bandai,,,0.55,1999,
4235,Wolfenstein II: The New Colossus,PC,Bethesda Softworks,MachineGames,8.6,6.7,0.55,2017,
4236,Kingdom Hearts: Final Mix,PS2,Square,SquareSoft,,,0.55,2002,
4237,Door Kickers,PC,KillHouse Games,KillHouse Games,8.3,7.7,0.55,2013,23rd Nov 18
4238,Super Robot Taisen F,SAT,Banpresto,Banpresto,,,0.55,1997,
4239,Spec Ops: The Line,PS3,2K Games,Yager Development,8,,0.55,2012,10th Jan 18
4240,Shrek 2,XB,Activision,"Luxoflux, Inc.",6.7,,0.55,2004,
4241,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,Sega,Smilebit,,,0.55,2002,
4242,Monster Jam: Path of Destruction,Wii,Activision,Virtuos,,,0.55,2010,
4243,SpongeBob SquarePants: SuperSponge,GBA,THQ,Climax Group,,,0.55,2001,
4244,Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Banpresto,,,0.55,1998,
4245,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Activision,Black Lantern Studios,,,0.55,2010,
4246,Rory McIlroy PGA Tour,PS4,Electronic Arts,EA Tiburon,6.1,3.8,0.55,2015,24th May 18
4247,Donkey Kong Jungle Climber,DS,Nintendo,Paon Corporation,7.8,,0.55,2007,
4248,Tak and the Power of Juju,GBA,THQ,Avalanche Software,5,,0.55,2003,
4249,Lips: Number One Hits,X360,Microsoft Game Studios,iNiS,7.5,,0.55,2009,10th Oct 18
4250,Mortal Kombat 3,PS,Sony Computer Entertainment,Midway Games,5,,0.55,1995,
4251,Petz Catz Clan,DS,Ubisoft,Ubisoft,5,,0.55,2008,
4252,Turok: Evolution,XB,Acclaim Entertainment,Acclaim Studios Austin,7.1,,0.55,2002,
4253,Jak X: Combat Racing,PS2,Sony Computer Entertainment,Naughty Dog,8,,0.55,2005,
4254,Project CARS 2,PS4,Namco Bandai Games,Slightly Mad Studios,8.2,6.1,0.55,2017,
4255,Viva Pinata: Pocket Paradise,DS,THQ,Rare Ltd.,8.1,,0.55,2008,
4256,American Idol,PS2,Codemasters,Hothouse Creations,4,,0.55,2003,
4257,Top Gun: Fire at Will!,PS,Spectrum Holobyte,MicroProse,,,0.55,1996,
4258,Barbie Horse Adventures: Riding Camp,DS,Activision,Pixel Tales,5,,0.55,2008,
4259,Disney Infinity 3.0,WiiU,Disney Interactive Studios,Avalanche Software,,,0.55,2015,20th Mar 18
4260,Red Dead Revolver,XB,Rockstar Games,Rockstar San Diego,7.5,,0.55,2004,
4261,CrossworDS,DS,Nintendo,Nuevo Retro Games / NST,,,0.55,2008,
4262,ModNation Racers,PSP,Sony Computer Entertainment,SCE San Diego Studio,7.7,,0.54,2010,03rd Feb 18
4263,Dynasty Warriors: Gundam 3,PS3,Tecmo Koei,Omega Force,6.5,,0.54,2011,
4264,Iron Man,PS2,Sega,Artificial Mind and Movement,5,,0.54,2008,
4265,SingStar Summer Party,PS2,Sony Computer Entertainment,SCEE London Studio,,,0.54,2008,
4266,NHL 14,X360,EA Sports,EA Canada,8.3,,0.54,2013,23rd Sep 18
4267,The SpongeBob SquarePants Movie,XB,THQ,Heavy Iron Studios,6.8,,0.54,2004,
4268,Dragon Ball Z: Shin Budokai,PSP,Atari,Dimps Corporation,7.4,,0.54,2006,
4269,FIFA 07 Soccer,XB,EA Sports,EA Canada,8.1,,0.54,2006,
4270,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,Square,SquareSoft,,,0.54,2000,
4271,Are You Smarter than a 5th Grader? Make the Grade,Wii,THQ,THQ,,,0.54,2008,
4272,Tiger Woods PGA Tour 08,X360,Electronic Arts,EA Tiburon,8.5,,0.54,2007,
4273,Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Natsume,,,0.54,1999,
4274,Bulletstorm,PS3,Electronic Arts,People Can Fly,8.4,,0.54,2011,
4275,Dance Dance Revolution Ultramix,XB,Konami,Konami Computer Entertainment Hawaii,8.7,,0.54,2003,
4276,F.E.A.R.,PS3,Vivendi Games,Day 1 Studios,8.1,,0.54,2007,
4277,Crash Tag Team Racing,PS2,VU Games,Radical Entertainment,7.4,,0.54,2005,
4278,Enslaved: Odyssey to the West,X360,Namco Bandai,Ninja Theory,8,,0.54,2010,
4279,Front Mission 4,PS2,Square Enix,Square Enix,6.8,,0.54,2004,
4280,The Fairly Odd Parents: Breakin' Da Rules,GBA,THQ,Helixe,,,0.54,2003,
4281,Tiger Woods PGA Tour 11,Wii,EA Sports,EA Tiburon,8.3,,0.54,2010,
4282,NBA Live 10,PS3,EA Sports,EA Canada,7.9,,0.54,2009,
4283,Mega Man Battle Network 2,GBA,Capcom,Capcom,8.5,,0.54,2002,
4284,Hotel Dusk: Room 215,DS,Nintendo,Cing,8,6.9,0.54,2007,
4285,Just Dance 2015,XOne,Ubisoft,Ubisoft Paris,8.1,7.4,0.54,2014,03rd Apr 18
4286,Assassin's Creed II,PC,Ubisoft,Ubisoft Montreal,8.5,,0.54,2010,
4287,FIFA 18,PS3,EA Sports,EA Vancouver,,,0.54,2017,02nd Apr 18
4288,SRS: Street Racing Syndicate,PS2,Namco,Eutechnyx,,,0.54,2004,
4289,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,Activision,Eutechnyx,,,0.54,2008,
4290,Phineas and Ferb: Across the 2nd Dimension,DS,Disney Interactive Studios,Altron,,,0.54,2011,
4291,Let's Draw!,DS,Majesco,Agatsuma Entertainment,,,0.54,2010,
4292,Dragon Ball Z: Ultimate Tenkaichi,X360,Namco Bandai,Spike,6,,0.54,2011,
4293,Def Jam: Fight for NY,XB,Electronic Arts,Aki Corp.,8.7,,0.54,2004,
4294,Action Force,2600,CPG Products,Parker Bros.,,,0.54,1983,
4295,Valkyria Chronicles II,PSP,Sega,Sega WOW Overworks,8.1,,0.54,2010,
4296,FIFA 99,N64,EA Sports,EA Canada,,,0.54,1998,
4297,Gauntlet Legends,N64,Midway Games,Atari Games,6,,0.54,1999,
4298,Kidou Senshi Gundam: Extreme VS,PS3,Bandai,Bandai Namco Games,,,0.54,2011,
4299,Bust A Groove,PS,989 Studios,Metro,7.7,,0.54,1998,
4300,Fire Emblem: Path of Radiance,GC,Nintendo,Intelligent Systems,8.6,,0.54,2005,
4301,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,Enix,ChunSoft,,,0.54,2002,
4302,Pachi-Slot Aruze Oukoku 2,PS,Aruze Corp,Aruze Corp,,,0.54,1999,
4303,Monster High: Ghoul Spirit,Wii,THQ,THQ,,,0.54,2011,
4304,METRO 2033,X360,THQ,4a-games,7.4,,0.54,2010,
4305,Mario Tennis Ultra Smash,WiiU,Nintendo,Camelot Software Planning,6.1,,0.54,2015,21st Mar 18
4306,Petz Nursery,DS,Ubisoft,Ubi Nagoya,,,0.54,2009,
4307,Tactics Ogre: Let Us Cling Together,PSP,Square Enix,Square Enix,9,,0.54,2011,
4308,Tales of Symphonia Chronicles,PS3,Namco Bandai Games,Namco,,,0.54,2014,07th Apr 18
4309,Two Worlds II,X360,SouthPeak Interactive,Reality Pump,6.5,,0.54,2011,
4310,Bratz: Rock Angelz,GBA,THQ,Blitz Games,,,0.54,2005,
4311,NBA 2K18,PC,2K Sports,Visual Concepts,7,,0.54,2017,02nd Apr 18
4312,50 Classic Games,DS,Destineer,cerasus.media GmbH,,,0.54,2009,
4313,SSX Tricky,GC,EA Sports BIG,EA Canada,8.4,,0.54,2001,
4314,The Walking Dead: Survival Instinct,PS3,Activision,Terminal Reality,4.5,,0.54,2013,16th Jan 18
4315,Greg Hastings' Tournament Paintball,XB,Activision,WXP,7.8,,0.54,2004,
4316,Harry Potter and the Deathly Hallows - Part 1,Wii,Electronic Arts,EA Bright Light,,,0.54,2010,
4317,Summer Sports: Paradise Island,Wii,Destineer,Digital Embryo,4.4,,0.54,2008,
4318,Sacred 2: Fallen Angel,X360,CDV Software Entertainment,Ascaron Entertainment,7,,0.54,2009,
4319,World Soccer Winning Eleven 7 International (JP version),PS2,Konami,Konami Computer Entertainment Tokyo,,,0.54,2004,
4320,ESPN NBA Basketball,PS2,Sega,Visual Concepts,9.2,,0.54,2003,
4321,The Sims 3: Pets,PC,Electronic Arts,The Sims Studio,7.5,6.1,0.54,2011,
4322,Saints Row: Gat out of Hell,PC,Deep Silver,Volition Inc.,,,0.54,2015,
4323,Time Crisis: Razing Storm,PS3,Namco Bandai,Nex Entertainment,5.8,,0.54,2010,
4324,Over the Hedge,PS2,Activision,Edge of Reality,6.5,,0.54,2006,
4325,Mat Hoffman's Pro BMX,PS,Activision,Shaba Games,7.8,,0.54,2001,
4326,Popeye,2600,Parker Bros.,Parker Bros.,,,0.54,1983,
4327,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,Eighting,8.3,,0.54,2010,
4328,Dragon Ball: Fusions,3DS,Namco Bandai Games,Ganbarion,6.3,8,0.54,2016,14th Jan 18
4329,The Hobbit,PS2,Sierra Entertainment,Midway Studios - Austin,7.5,,0.54,2003,
4330,Manhunt 2,Wii,Rockstar Games,Rockstar Toronto,5.8,,0.54,2007,
4331,War of the Monsters,PS2,Sony Computer Entertainment,Incognito Entertainment,8.9,,0.54,2003,
4332,Dragon Ball: Xenoverse 2,PC,Namco Bandai Games,Dimps Corporation,,,0.54,2016,03rd Mar 18
4333,NBA Street Vol. 2,GC,EA Sports BIG,EA Canada,8.8,,0.54,2003,
4334,The Incredible Hulk: Ultimate Destruction,PS2,VU Games,Radical Entertainment,8.4,,0.54,2005,
4335,LEGO The Incredibles,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,4.6,0.53,2018,06th Nov 18
4336,Dragon Age: Inquisition,X360,Electronic Arts,BioWare Edmonton,,,0.53,2014,05th Jan 19
4337,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,Sega,Sega,,,0.53,1998,
4338,Rune Factory: A Fantasy Harvest Moon,DS,Natsume,Neverland Company,8.1,,0.53,2007,
4339,Time Crisis II,PS2,Namco,Namco,8.7,,0.53,2001,
4340,Clock Tower,PS,ASCII Entertainment,Human Entertainment,6.1,,0.53,1997,
4341,Disney Infinity 3.0,X360,Disney Interactive Studios,Avalanche Software,,,0.53,2015,20th Mar 18
4342,NCAA March Madness 06,PS2,EA Sports,EA Canada,8.7,,0.53,2005,
